timestamp,ac_power,poa,pr,poa_bin,expected_clean_power,expected_clean_pr,expected_clean_model,pr_roll,pr_change,cleaning_event
2025-07-01 05:00:00+00:00,3.47,22.886486486486486,,0.0,,,,,,False
2025-07-01 05:30:00+00:00,8.863,74.25405405405405,,0.0,,,,,,False
2025-07-01 06:00:00+00:00,10.128,90.62162162162164,,0.0,,,,,,False
2025-07-01 06:30:00+00:00,17.948999999999998,102.36756756756758,,100.0,,,,,,False
2025-07-01 07:00:00+00:00,17.803,278.70000000000005,0.1918279959184157,200.0,24.058500000000002,0.2700215668126995,,0.1918279959184157,,False
2025-07-01 07:30:00+00:00,27.739,383.145945945946,0.21741140988622717,300.0,31.931,0.2901563284243514,,0.20461970290232145,0.012791706983905748,False
2025-07-01 08:00:00+00:00,34.522,304.0486486486487,0.340964086275114,300.0,31.931,0.2901563284243514,,0.21741140988622717,0.01279170698390572,False
2025-07-01 08:30:00+00:00,43.346,366.072972972973,0.3555798372959329,300.0,31.931,0.2901563284243514,,0.340964086275114,0.12355267638888681,True
2025-07-01 09:00:00+00:00,47.113,399.7405405405405,0.3539307779220155,300.0,31.931,0.2901563284243514,,0.3539307779220155,0.012966691646901507,False
2025-07-01 09:30:00+00:00,41.055,368.8270270270271,0.3342712959027645,300.0,31.931,0.2901563284243514,,0.3539307779220155,0.0,False
2025-07-01 10:00:00+00:00,34.097,280.5135135135135,0.36502125017396236,200.0,24.058500000000002,0.2700215668126995,,0.3539307779220155,0.0,False
2025-07-01 10:30:00+00:00,41.028,352.2432432432432,0.3497787667203765,300.0,31.931,0.2901563284243514,,0.3497787667203765,-0.004152011201638994,False
2025-07-01 11:00:00+00:00,24.827,210.44054054054047,0.35428323536924555,200.0,24.058500000000002,0.2700215668126995,,0.35428323536924555,0.004504468648869053,False
2025-07-01 11:30:00+00:00,24.51,244.80810810810812,0.3006583571615202,200.0,24.058500000000002,0.2700215668126995,,0.3497787667203765,-0.004504468648869053,False
2025-07-01 12:00:00+00:00,24.701,198.83783783783787,,100.0,,,,0.3274707962653829,-0.02230797045499361,False
2025-07-01 12:30:00+00:00,16.287,185.5918918918919,,100.0,,,,0.3006583571615202,-0.026812439103862717,False
2025-07-01 13:00:00+00:00,14.609,230.20540540540543,0.19057272262400463,200.0,24.058500000000002,0.2700215668126995,,0.19057272262400463,-0.11008563453751555,False
2025-07-01 13:30:00+00:00,13.283,200.57297297297296,0.19887469531731913,200.0,24.058500000000002,0.2700215668126995,,0.19472370897066188,0.004150986346657254,False
2025-07-01 14:00:00+00:00,25.616,222.45945945945948,0.3457930047651831,200.0,24.058500000000002,0.2700215668126995,,0.19887469531731913,0.004150986346657254,False
2025-07-01 14:30:00+00:00,34.785,522.9108108108109,0.199765346785406,500.0,47.5815,0.272689733818561,,0.199765346785406,0.0008906514680868671,False
2025-07-01 15:00:00+00:00,30.149,209.7243243243244,0.43169783871863804,200.0,24.058500000000002,0.2700215668126995,,0.3457930047651831,0.1460276579797771,True
2025-07-01 15:30:00+00:00,8.584,201.25405405405408,0.12808575657737664,200.0,24.058500000000002,0.2700215668126995,,0.199765346785406,-0.1460276579797771,False
2025-07-01 16:00:00+00:00,20.002,241.27297297297295,0.2489548055297291,200.0,24.058500000000002,0.2700215668126995,,0.2489548055297291,0.049189458744323095,True
