timestamp,emigId,apparentPower,currentL1,currentL2,currentL3,dcVoltage,deviceTemperature,exportLimit,importActivePower,importEnergy,mainsFrequency,stateCode,ts:,voltageL1L2,voltageL1L3,voltageL1N,voltageL2L3,voltageL2N,voltageL3N
2025-11-29T04:00:00.000000Z,INVERT:001123,,,,,,8.836,69.427,,109491000,50.084,8.836,2025-11-29T04:00:00.000000Z,425.488,424.139,244.799,426.504,246.203,245.61
2025-11-29T08:00:00.000000Z,INVERT:001123,,,,,101.806,10.329,70.616,,109491000,49.941,10.329,2025-11-29T08:00:00.000000Z,423.655,422.073,243.933,424.141,245.002,244.32
2025-11-29T08:30:00.000000Z,INVERT:001123,513,2.047,1.959,2.081,675.924,15.017,94.721,232,109491000,49.953,15.017,2025-11-29T08:30:00.000000Z,425.961,424.395,245.18,426.738,246.455,245.706
2025-11-29T09:00:00.000000Z,INVERT:001123,599,2.388,2.265,2.432,750.546,18.931,100.0,396,109492000,49.958,18.931,2025-11-29T09:00:00.000000Z,425.796,424.402,245.024,426.714,246.448,245.731
2025-11-29T09:30:00.000000Z,INVERT:001123,836,3.467,3.216,3.396,749.489,20.937,100.0,731,109492000,50.004,20.937,2025-11-29T09:30:00.000000Z,425.508,423.977,244.996,426.473,246.322,245.45
2025-11-29T10:00:00.000000Z,INVERT:001123,1084,4.69,4.261,4.392,750.44,22.075,100.0,1026,109493000,50.0,22.075,2025-11-29T10:00:00.000000Z,426.695,425.435,245.753,427.566,246.871,246.279
2025-11-29T10:30:00.000000Z,INVERT:001123,983,4.252,3.849,3.986,749.815,22.924,100.0,913,109495000,50.036,22.924,2025-11-29T10:30:00.000000Z,426.525,424.97,245.595,427.268,246.761,245.998
2025-11-29T11:00:00.000000Z,INVERT:001123,859,3.758,3.332,3.497,749.423,23.388,100.0,766,109496000,49.961,23.388,2025-11-29T11:00:00.000000Z,424.513,423.382,244.56,425.561,245.639,245.137
2025-11-29T11:30:00.000000Z,INVERT:001123,1486,6.321,5.955,6.046,749.622,23.785,100.0,1424,109498000,50.043,23.785,2025-11-29T11:30:00.000000Z,424.591,423.26,244.456,425.574,245.647,245.109
2025-11-29T12:00:00.000000Z,INVERT:001123,2247,9.364,9.075,9.116,750.06,24.355,100.0,2179,109500000,50.127,24.355,2025-11-29T12:00:00.000000Z,425.626,424.478,245.061,427.15,246.47,245.984
2025-11-29T12:30:00.000000Z,INVERT:001123,1908,7.961,7.679,7.716,752.221,23.984,100.0,1845,109503000,50.134,23.984,2025-11-29T12:30:00.000000Z,427.422,425.988,246.166,428.302,247.154,246.613
2025-11-29T13:00:00.000000Z,INVERT:001123,981,4.185,3.789,3.959,753.275,23.585,100.0,897,109506000,50.101,23.585,2025-11-29T13:00:00.000000Z,428.209,426.94,246.581,429.244,247.84,247.214
2025-11-29T13:30:00.000000Z,INVERT:001123,1817,7.536,7.265,7.318,755.793,22.977,100.0,1756,109507000,50.103,22.977,2025-11-29T13:30:00.000000Z,429.23,427.563,246.924,430.207,248.398,247.614
2025-11-29T14:00:00.000000Z,INVERT:001123,1580,6.648,6.307,6.382,752.86,23.284,100.0,1522,109510000,50.088,23.284,2025-11-29T14:00:00.000000Z,427.851,426.176,246.205,428.89,247.63,246.845
2025-11-29T14:30:00.000000Z,INVERT:001123,625,2.731,2.441,2.533,750.991,24.036,100.0,406,109512000,50.046,24.036,2025-11-29T14:30:00.000000Z,426.587,425.032,245.471,427.649,246.85,246.183
2025-11-29T15:00:00.000000Z,INVERT:001123,648,2.73,2.492,2.614,753.826,24.761,100.0,453,109513000,50.008,24.761,2025-11-29T15:00:00.000000Z,428.371,426.805,246.512,429.277,247.88,247.197
2025-11-29T15:30:00.000000Z,INVERT:001123,439,1.742,1.739,1.775,415.772,23.532,79.538,52,109514000,49.967,23.532,2025-11-29T15:30:00.000000Z,427.945,425.839,246.175,428.608,247.657,246.565
2025-11-29T16:00:00.000000Z,INVERT:001123,,,,,2.769,20.638,79.268,,109514000,50.035,20.638,2025-11-29T16:00:00.000000Z,426.519,424.538,245.361,427.235,246.819,245.923
2025-11-29T18:00:00.000000Z,INVERT:001123,,,,,,10.086,60.473,,109514000,50.039,10.086,2025-11-29T18:00:00.000000Z,425.135,423.766,244.662,426.426,246.206,245.496
2025-11-30T04:00:00.000000Z,INVERT:001123,,,,,,3.656,56.595,,109514000,50.059,3.656,2025-11-30T04:00:00.000000Z,423.158,422.017,244.025,423.419,244.807,243.981
2025-11-30T07:30:00.000000Z,INVERT:001123,375,1.52,1.466,1.536,445.543,7.488,73.732,83,109514000,49.999,7.488,2025-11-30T07:30:00.000000Z,422.397,420.821,243.256,422.508,244.178,243.433
2025-11-30T08:00:00.000000Z,INVERT:001123,555,2.187,2.107,2.266,749.868,13.578,100.0,332,109514000,49.915,13.578,2025-11-30T08:00:00.000000Z,423.567,422.418,243.963,424.357,245.052,244.405
2025-11-30T08:30:00.000000Z,INVERT:001123,774,3.092,2.928,3.156,749.869,16.35,100.0,664,109514000,50.045,16.35,2025-11-30T08:30:00.000000Z,424.533,423.199,244.527,425.089,245.507,244.899
2025-11-30T09:00:00.000000Z,INVERT:001123,1073,4.471,4.23,4.378,749.798,18.287,100.0,1017,109515000,50.082,18.287,2025-11-30T09:00:00.000000Z,423.977,422.89,244.179,424.901,245.333,244.746
2025-11-30T09:30:00.000000Z,INVERT:001123,2247,9.323,9.103,9.162,749.84,19.81,100.0,2184,109517000,50.114,19.81,2025-11-30T09:30:00.000000Z,424.575,423.131,244.444,425.003,245.601,244.784
2025-11-30T10:00:00.000000Z,INVERT:001123,4681,19.294,19.065,19.132,749.875,22.247,100.0,4630,109521000,50.053,22.247,2025-11-30T10:00:00.000000Z,423.248,422.244,243.785,423.912,244.798,244.226
2025-11-30T10:30:00.000000Z,INVERT:001123,6600,27.165,27.025,26.998,749.785,25.096,100.0,6557,109528000,50.049,25.096,2025-11-30T10:30:00.000000Z,422.536,421.898,243.543,423.183,244.359,243.944
2025-11-30T11:00:00.000000Z,INVERT:001123,7478,30.676,30.539,30.565,749.834,29.478,100.0,7434,109538000,50.104,29.478,2025-11-30T11:00:00.000000Z,422.93,422.248,243.731,423.554,244.493,244.186
2025-11-30T11:30:00.000000Z,INVERT:001123,7906,32.507,32.327,32.356,749.836,33.763,100.0,7866,109550000,50.09,33.763,2025-11-30T11:30:00.000000Z,422.242,421.966,243.496,422.881,244.048,244.064
2025-11-30T12:00:00.000000Z,INVERT:001123,6794,27.937,27.773,27.755,749.712,36.141,100.0,6750,109562000,49.987,36.141,2025-11-30T12:00:00.000000Z,422.533,421.881,243.415,423.794,244.566,244.133
2025-11-30T12:30:00.000000Z,INVERT:001123,6426,26.336,26.182,26.233,749.739,37.045,100.0,6381,109573000,49.964,37.045,2025-11-30T12:30:00.000000Z,422.729,422.242,243.575,423.801,244.551,244.422
2025-11-30T13:00:00.000000Z,INVERT:001123,4249,17.527,17.314,17.344,749.776,35.468,100.0,4198,109583000,49.929,35.468,2025-11-30T13:00:00.000000Z,423.016,422.39,243.72,424.156,244.757,244.48
2025-11-30T13:30:00.000000Z,INVERT:001123,4022,16.503,16.326,16.368,749.813,33.88,100.0,3969,109589000,49.936,33.88,2025-11-30T13:30:00.000000Z,424.585,423.745,244.66,425.488,245.52,245.327
2025-11-30T14:00:00.000000Z,INVERT:001123,4706,19.28,19.118,19.152,749.843,34.809,100.0,4641,109597000,49.98,34.809,2025-11-30T14:00:00.000000Z,424.94,423.87,244.752,425.732,245.803,245.326
2025-11-30T14:30:00.000000Z,INVERT:001123,2020,8.43,8.188,8.229,749.804,33.496,100.0,1957,109603000,49.971,33.496,2025-11-30T14:30:00.000000Z,424.204,423.499,244.453,425.041,245.322,245.067
2025-11-30T15:00:00.000000Z,INVERT:001123,620,2.636,2.403,2.537,749.803,31.681,100.0,384,109606000,49.965,31.681,2025-11-30T15:00:00.000000Z,422.805,421.582,243.611,423.08,244.314,243.965
2025-11-30T15:30:00.000000Z,INVERT:001123,486,1.982,1.943,1.986,565.881,29.873,89.78,56,109607000,49.992,29.873,2025-11-30T15:30:00.000000Z,423.695,422.796,244.193,424.099,244.774,244.565
2025-11-30T16:00:00.000000Z,INVERT:001123,,,,,13.221,26.321,67.83,,109607000,50.127,26.321,2025-11-30T16:00:00.000000Z,425.093,423.937,244.968,425.21,245.751,245.247
2025-11-30T18:00:00.000000Z,INVERT:001123,,,,,,11.996,78.882,,109607000,50.027,11.996,2025-11-30T18:00:00.000000Z,427.834,427.002,246.225,429.185,247.712,247.28
2025-12-01T04:00:00.000000Z,INVERT:001123,,,,,,8.844,60.766,,109607000,49.966,8.844,2025-12-01T04:00:00.000000Z,427.87,426.372,246.305,428.072,247.224,246.538
2025-12-01T08:00:00.000000Z,INVERT:001123,341,1.378,1.379,1.413,358.622,14.064,100.0,52,109607000,49.958,14.064,2025-12-01T08:00:00.000000Z,417.506,416.892,240.81,417.961,240.898,241.363
2025-12-01T08:30:00.000000Z,INVERT:001123,528,2.141,2.122,2.189,750.01,20.165,100.0,157,109607000,50.03,20.165,2025-12-01T08:30:00.000000Z,417.522,416.459,240.674,417.87,240.911,241.237
2025-12-01T09:00:00.000000Z,INVERT:001123,639,2.548,2.51,2.658,750.031,23.548,100.0,387,109607000,50.04,23.548,2025-12-01T09:00:00.000000Z,416.529,415.501,240.113,416.447,240.262,240.485
2025-12-01T09:30:00.000000Z,INVERT:001123,784,3.151,3.097,3.244,750.077,25.159,100.0,609,109608000,50.056,25.159,2025-12-01T09:30:00.000000Z,418.452,417.511,241.203,418.524,241.432,241.728
2025-12-01T10:00:00.000000Z,INVERT:001123,933,3.767,3.654,3.82,750.032,27.242,100.0,798,109609000,49.963,27.242,2025-12-01T10:00:00.000000Z,422.782,421.839,243.722,422.857,243.877,244.2
2025-12-01T10:30:00.000000Z,INVERT:001123,1162,4.973,4.62,4.745,749.999,28.649,100.0,1047,109610000,50.081,28.649,2025-12-01T10:30:00.000000Z,423.842,423.121,244.426,424.062,244.538,244.881
2025-12-01T11:00:00.000000Z,INVERT:001123,2105,8.811,8.549,8.613,750.058,30.055,100.0,2033,109612000,50.052,30.055,2025-12-01T11:00:00.000000Z,423.086,422.07,243.791,423.329,244.248,244.39
2025-12-01T11:30:00.000000Z,INVERT:001123,1183,5.031,4.704,4.824,750.03,31.059,100.0,1073,109615000,49.986,31.059,2025-12-01T11:30:00.000000Z,424.483,423.429,244.653,424.357,244.876,244.971
2025-12-01T12:00:00.000000Z,INVERT:001123,1724,7.385,7.126,7.17,750.024,31.564,100.0,1649,109616000,50.065,31.564,2025-12-01T12:00:00.000000Z,415.999,415.014,239.724,416.171,240.1,240.154
2025-12-01T12:30:00.000000Z,INVERT:001123,2119,9.03,8.807,8.822,749.948,32.391,100.0,2051,109619000,50.025,32.391,2025-12-01T12:30:00.000000Z,416.171,414.943,239.715,416.09,240.18,240.223
2025-12-01T13:00:00.000000Z,INVERT:001123,1800,7.666,7.452,7.474,749.988,33.021,100.0,1727,109622000,49.96,33.021,2025-12-01T13:00:00.000000Z,417.291,416.279,240.448,417.168,240.776,240.861
2025-12-01T13:30:00.000000Z,INVERT:001123,1192,5.129,4.792,4.913,749.917,33.214,100.0,1089,109625000,50.074,33.214,2025-12-01T13:30:00.000000Z,420.205,419.471,242.143,420.284,242.473,242.742
2025-12-01T14:00:00.000000Z,INVERT:001123,770,3.305,3.016,3.137,749.921,33.284,100.0,564,109627000,50.055,33.284,2025-12-01T14:00:00.000000Z,424.726,424.189,244.885,425.039,245.389,245.317
2025-12-01T14:30:00.000000Z,INVERT:001123,576,2.426,2.264,2.354,750.055,33.394,100.0,236,109627000,50.042,33.394,2025-12-01T14:30:00.000000Z,423.536,422.739,244.239,423.696,244.577,244.382
2025-12-01T15:00:00.000000Z,INVERT:001123,553,2.286,2.198,2.264,749.905,33.588,100.0,124,109628000,50.006,33.588,2025-12-01T15:00:00.000000Z,422.706,421.869,243.739,422.917,244.118,243.947
2025-12-01T15:30:00.000000Z,INVERT:001123,561,2.187,2.295,2.299,225.036,31.89,85.697,,109628000,50.006,31.89,2025-12-01T15:30:00.000000Z,421.894,421.424,243.405,422.207,243.619,243.706
2025-12-01T17:30:00.000000Z,INVERT:001123,,,,,,17.16,77.652,,109628000,49.956,17.16,2025-12-01T17:30:00.000000Z,420.537,420.586,242.42,421.485,243.163,243.39
2025-12-02T03:30:00.000000Z,INVERT:001123,,,,,,7.929,83.417,,109628000,49.952,7.929,2025-12-02T03:30:00.000000Z,422.848,423.177,244.046,424.104,244.662,244.593
2025-12-02T07:30:00.000000Z,INVERT:001123,365,1.5,1.488,1.51,306.283,8.268,99.756,,109628000,50.031,8.268,2025-12-02T07:30:00.000000Z,418.49,417.638,241.167,418.365,241.774,241.378
2025-12-02T08:00:00.000000Z,INVERT:001123,603,2.426,2.399,2.509,750.032,14.378,100.0,300,109628000,50.114,14.378,2025-12-02T08:00:00.000000Z,416.39,415.515,239.872,415.889,240.403,240.187
2025-12-02T08:30:00.000000Z,INVERT:001123,792,3.188,3.17,3.298,749.855,18.577,100.0,619,109628000,50.076,18.577,2025-12-02T08:30:00.000000Z,415.74,414.839,239.61,415.301,239.971,239.795
2025-12-02T09:00:00.000000Z,INVERT:001123,1666,7.099,6.854,6.889,749.961,21.722,100.0,1583,109629000,50.079,21.722,2025-12-02T09:00:00.000000Z,418.996,417.955,241.426,418.57,241.788,241.631
2025-12-02T09:30:00.000000Z,INVERT:001123,3668,15.325,15.127,15.116,749.899,24.304,100.0,3617,109632000,50.025,24.304,2025-12-02T09:30:00.000000Z,420.048,419.448,241.985,419.78,242.66,242.388
2025-12-02T10:00:00.000000Z,INVERT:001123,3679,15.381,15.202,15.182,749.979,25.501,100.0,3632,109638000,50.11,25.501,2025-12-02T10:00:00.000000Z,419.331,418.712,241.53,419.394,242.511,242.001
2025-11-25T04:00:00.000000Z,INVERT:001124,,,,,0.128,5.866,77.294,,103989000,50.103,5.866,2025-11-25T04:00:00.000000Z,424.588,423.935,244.637,425.053,245.292,245.179
2025-11-25T07:30:00.000000Z,INVERT:001124,500,2.052,2.101,2.09,373.907,8.673,99.251,86,103989000,49.926,8.673,2025-11-25T07:30:00.000000Z,416.188,414.733,239.58,416.095,240.223,240.174
2025-11-25T08:00:00.000000Z,INVERT:001124,609,2.56,2.472,2.543,749.762,14.551,100.0,332,103990000,50.021,14.551,2025-11-25T08:00:00.000000Z,414.893,413.428,238.895,414.94,239.44,239.463
2025-11-25T08:30:00.000000Z,INVERT:001124,966,4.209,3.972,4.011,749.641,17.326,100.0,812,103990000,50.075,17.326,2025-11-25T08:30:00.000000Z,416.863,415.724,240.154,416.971,240.591,240.774
2025-11-25T09:00:00.000000Z,INVERT:001124,1156,5.033,4.78,4.802,749.639,19.313,100.0,1026,103991000,50.096,19.313,2025-11-25T09:00:00.000000Z,415.999,415.012,239.693,416.171,239.905,240.42
2025-11-25T09:30:00.000000Z,INVERT:001124,2300,9.734,9.491,9.492,749.696,20.888,100.0,2228,103993000,50.026,20.888,2025-11-25T09:30:00.000000Z,419.033,418.099,241.35,419.29,241.832,242.188
2025-11-25T10:00:00.000000Z,INVERT:001124,1510,6.478,6.207,6.22,749.688,21.874,100.0,1420,103997000,50.113,21.874,2025-11-25T10:00:00.000000Z,420.187,418.902,241.968,420.407,242.69,242.603
2025-11-25T10:30:00.000000Z,INVERT:001124,1713,7.3,7.096,7.089,749.68,22.542,100.0,1631,103999000,49.995,22.542,2025-11-25T10:30:00.000000Z,417.741,416.77,240.573,418.249,241.275,241.399
2025-11-25T11:00:00.000000Z,INVERT:001124,2070,8.732,8.547,8.534,749.661,23.362,100.0,2005,104001000,50.019,23.362,2025-11-25T11:00:00.000000Z,419.318,418.429,241.566,419.871,242.225,242.401
2025-11-25T11:30:00.000000Z,INVERT:001124,2358,9.909,9.751,9.734,749.678,23.859,100.0,2295,104005000,49.924,23.859,2025-11-25T11:30:00.000000Z,418.713,417.975,241.183,419.196,241.885,241.948
2025-11-25T12:00:00.000000Z,INVERT:001124,2377,10.01,9.816,9.82,749.65,24.52,100.0,2315,104008000,49.96,24.52,2025-11-25T12:00:00.000000Z,417.796,417.383,240.647,418.577,241.542,241.594
2025-11-25T12:30:00.000000Z,INVERT:001124,2797,11.771,11.585,11.593,749.589,24.763,100.0,2742,104012000,49.986,24.763,2025-11-25T12:30:00.000000Z,417.212,416.299,240.384,417.379,240.933,240.965
2025-11-25T13:00:00.000000Z,INVERT:001124,2028,8.591,8.359,8.403,749.66,24.851,100.0,1959,104016000,49.929,24.851,2025-11-25T13:00:00.000000Z,417.605,416.838,240.493,417.779,241.235,241.31
2025-11-25T13:30:00.000000Z,INVERT:001124,1948,8.265,8.027,8.07,749.685,25.641,100.0,1871,104019000,49.939,25.641,2025-11-25T13:30:00.000000Z,417.289,416.366,240.266,417.745,241.078,241.128
2025-11-25T14:00:00.000000Z,INVERT:001124,2156,9.094,8.851,8.877,749.622,26.161,100.0,2086,104022000,50.058,26.161,2025-11-25T14:00:00.000000Z,419.521,418.87,241.874,420.007,242.191,242.568
2025-11-25T14:30:00.000000Z,INVERT:001124,1465,6.262,5.955,6.021,749.677,26.797,100.0,1369,104025000,50.053,26.797,2025-11-25T14:30:00.000000Z,420.411,419.756,242.306,420.908,242.673,243.162
2025-11-25T15:00:00.000000Z,INVERT:001124,936,4.123,3.854,3.872,749.586,26.72,100.0,774,104027000,50.046,26.72,2025-11-25T15:00:00.000000Z,418.003,417.445,240.887,418.321,241.278,241.69
2025-11-25T15:30:00.000000Z,INVERT:001124,591,2.637,2.45,2.445,749.598,26.733,100.0,271,104028000,50.037,26.733,2025-11-25T15:30:00.000000Z,418.398,417.432,240.979,418.987,241.721,241.791
2025-11-25T16:00:00.000000Z,INVERT:001124,174,0.701,0.706,0.714,194.053,24.901,89.469,,104028000,50.006,24.901,2025-11-25T16:00:00.000000Z,419.141,418.507,241.586,419.739,242.019,242.339
2025-11-25T18:00:00.000000Z,INVERT:001124,,,,,0.392,10.506,92.021,,104028000,49.911,10.506,2025-11-25T18:00:00.000000Z,421.619,421.272,243.081,422.535,243.609,243.893
2025-11-26T04:00:00.000000Z,INVERT:001124,,,,,0.35,1.159,72.288,,104028000,49.913,1.159,2025-11-26T04:00:00.000000Z,422.188,421.847,243.41,422.751,243.945,243.97
2025-11-26T07:30:00.000000Z,INVERT:001124,523,2.198,2.084,2.177,492.143,5.419,98.069,104,104028000,49.978,5.419,2025-11-26T07:30:00.000000Z,416.71,415.511,239.851,416.655,240.69,240.544
2025-11-26T08:00:00.000000Z,INVERT:001124,653,2.717,2.594,2.706,750.663,11.63,100.0,401,104029000,50.059,11.63,2025-11-26T08:00:00.000000Z,418.324,417.085,240.809,418.112,241.508,241.449
2025-11-26T08:30:00.000000Z,INVERT:001124,805,3.402,3.264,3.353,750.678,15.133,100.0,637,104029000,50.041,15.133,2025-11-26T08:30:00.000000Z,416.385,415.139,239.59,416.495,240.603,240.396
2025-11-26T09:00:00.000000Z,INVERT:001124,1000,4.162,4.013,4.138,750.64,17.903,100.0,858,104030000,50.067,17.903,2025-11-26T09:00:00.000000Z,418.559,417.075,240.79,418.541,241.697,241.685
2025-11-26T09:30:00.000000Z,INVERT:001124,1229,5.26,4.974,5.047,750.591,20.095,100.0,1133,104031000,50.079,20.095,2025-11-26T09:30:00.000000Z,421.432,420.179,242.589,421.522,243.257,243.349
2025-11-26T10:00:00.000000Z,INVERT:001124,1757,7.458,7.22,7.256,750.654,21.833,100.0,1680,104033000,50.075,21.833,2025-11-26T10:00:00.000000Z,419.012,418.131,241.265,419.425,242.062,242.204
2025-11-26T10:30:00.000000Z,INVERT:001124,2073,8.764,8.58,8.597,750.447,23.495,100.0,2003,104036000,49.961,23.495,2025-11-26T10:30:00.000000Z,417.094,416.236,240.195,417.377,240.74,241.231
2025-11-26T11:00:00.000000Z,INVERT:001124,2293,9.674,9.457,9.494,750.597,24.624,100.0,2233,104039000,50.029,24.624,2025-11-26T11:00:00.000000Z,417.409,416.757,240.455,418.078,241.037,241.526
2025-11-26T11:30:00.000000Z,INVERT:001124,2669,11.257,11.102,11.071,750.577,24.837,100.0,2612,104043000,50.057,24.837,2025-11-26T11:30:00.000000Z,416.727,416.133,239.985,417.207,240.691,241.092
2025-11-26T12:00:00.000000Z,INVERT:001124,2866,12.09,11.889,11.857,750.583,26.225,100.0,2809,104047000,49.999,26.225,2025-11-26T12:00:00.000000Z,417.678,417.127,240.569,418.135,241.278,241.583
2025-11-26T12:30:00.000000Z,INVERT:001124,3602,15.034,14.878,14.878,750.46,27.573,100.0,3553,104051000,50.046,27.573,2025-11-26T12:30:00.000000Z,418.931,418.16,241.153,418.956,241.969,242.068
2025-11-26T13:00:00.000000Z,INVERT:001124,3208,13.461,13.316,13.337,750.614,28.6,100.0,3154,104057000,49.979,28.6,2025-11-26T13:00:00.000000Z,416.544,415.262,239.635,416.611,240.673,240.541
2025-11-26T13:30:00.000000Z,INVERT:001124,3169,13.34,13.173,13.155,750.538,29.152,100.0,3107,104062000,50.013,29.152,2025-11-26T13:30:00.000000Z,417.189,415.976,239.968,417.329,241.015,240.953
2025-11-26T14:00:00.000000Z,INVERT:001124,2327,9.774,9.602,9.593,750.433,29.476,100.0,2261,104066000,49.99,29.476,2025-11-26T14:00:00.000000Z,419.872,418.576,241.694,420.062,242.678,242.225
2025-11-26T14:30:00.000000Z,INVERT:001124,1353,5.832,5.53,5.594,750.596,29.508,100.0,1252,104070000,49.982,29.508,2025-11-26T14:30:00.000000Z,418.849,417.348,241.091,419.265,242.083,241.647
2025-11-26T15:00:00.000000Z,INVERT:001124,736,3.246,3.038,3.05,750.507,29.363,100.0,541,104072000,49.993,29.363,2025-11-26T15:00:00.000000Z,418.085,416.574,240.726,418.401,241.466,241.11
2025-11-26T15:30:00.000000Z,INVERT:001124,469,2.014,1.919,1.934,525.515,28.235,97.789,60,104072000,50.034,28.235,2025-11-26T15:30:00.000000Z,419.468,418.385,241.831,420.015,242.306,242.333
2025-11-26T16:00:00.000000Z,INVERT:001124,,,,,6.457,24.933,97.837,,104072000,50.112,24.933,2025-11-26T16:00:00.000000Z,420.783,419.8,242.34,421.259,243.204,243.152
2025-11-26T18:00:00.000000Z,INVERT:001124,,,,,0.422,11.776,80.487,,104072000,49.894,11.776,2025-11-26T18:00:00.000000Z,423.277,422.154,243.875,423.575,244.583,244.242
2025-11-27T04:00:00.000000Z,INVERT:001124,,,,,0.404,11.561,91.351,,104072000,50.044,11.561,2025-11-27T04:00:00.000000Z,425.914,424.72,245.279,426.557,246.229,245.905
2025-11-27T07:30:00.000000Z,INVERT:001124,,,,,85.609,14.173,98.533,,104072000,49.874,14.173,2025-11-27T07:30:00.000000Z,419.943,418.987,241.829,420.263,242.672,242.54
2025-11-27T08:00:00.000000Z,INVERT:001124,574,2.388,2.307,2.39,696.067,19.732,97.695,237,104072000,50.031,19.732,2025-11-27T08:00:00.000000Z,416.667,415.417,239.974,416.856,240.622,240.566
2025-11-27T08:30:00.000000Z,INVERT:001124,643,2.678,2.592,2.678,750.626,23.551,100.0,444,104073000,50.036,23.551,2025-11-27T08:30:00.000000Z,415.655,414.482,239.333,415.955,239.988,240.039
2025-11-27T09:00:00.000000Z,INVERT:001124,1164,4.958,4.771,4.843,750.629,26.837,100.0,1032,104073000,50.087,26.837,2025-11-27T09:00:00.000000Z,416.662,415.257,239.716,416.784,240.671,240.58
2025-11-27T09:30:00.000000Z,INVERT:001124,2069,8.813,8.601,8.598,750.581,29.748,100.0,2004,104075000,50.032,29.748,2025-11-27T09:30:00.000000Z,416.715,415.514,239.752,416.963,240.706,240.732
2025-11-27T10:00:00.000000Z,INVERT:001124,2516,10.602,10.375,10.409,750.626,31.844,100.0,2456,104078000,50.022,31.844,2025-11-27T10:00:00.000000Z,418.301,417.141,240.638,418.894,241.706,241.767
2025-11-27T10:30:00.000000Z,INVERT:001124,1948,8.338,8.129,8.146,750.584,33.29,100.0,1880,104082000,50.061,33.29,2025-11-27T10:30:00.000000Z,413.416,412.579,238.035,414.133,238.708,239.164
2025-11-27T11:00:00.000000Z,INVERT:001124,2734,11.564,11.442,11.436,750.639,34.31,100.0,2675,104085000,50.08,34.31,2025-11-27T11:00:00.000000Z,413.757,412.462,238.027,414.312,238.9,239.283
2025-11-27T11:30:00.000000Z,INVERT:001124,2196,9.256,9.083,9.088,750.44,35.335,100.0,2136,104090000,50.002,35.335,2025-11-27T11:30:00.000000Z,418.106,417.043,240.617,418.723,241.593,241.773
2025-11-27T12:00:00.000000Z,INVERT:001124,2332,9.8,9.609,9.599,750.571,35.921,100.0,2265,104093000,49.9,35.921,2025-11-27T12:00:00.000000Z,420.337,419.323,241.942,420.811,242.861,242.981
2025-11-27T12:30:00.000000Z,INVERT:001124,2759,11.587,11.391,11.424,750.497,36.555,100.0,2701,104096000,49.915,36.555,2025-11-27T12:30:00.000000Z,418.052,417.165,240.663,418.273,241.438,241.611
2025-11-27T13:00:00.000000Z,INVERT:001124,3473,14.539,14.364,14.376,750.627,37.585,100.0,3421,104101000,50.01,37.585,2025-11-27T13:00:00.000000Z,418.246,416.991,240.658,418.339,241.518,241.473
2025-11-27T13:30:00.000000Z,INVERT:001124,1708,7.214,6.97,7.039,750.612,37.61,100.0,1634,104106000,50.018,37.61,2025-11-27T13:30:00.000000Z,419.749,418.64,241.63,420.239,242.548,242.493
2025-11-27T14:00:00.000000Z,INVERT:001124,1151,4.943,4.654,4.731,750.594,37.28,100.0,1043,104108000,50.019,37.28,2025-11-27T14:00:00.000000Z,420.941,419.998,242.435,421.526,243.187,243.3
2025-11-27T14:30:00.000000Z,INVERT:001124,851,3.694,3.426,3.483,750.616,36.836,100.0,681,104110000,50.023,36.836,2025-11-27T14:30:00.000000Z,422.445,421.559,243.294,423.212,244.065,244.281
2025-11-27T15:00:00.000000Z,INVERT:001124,1073,4.626,4.34,4.394,750.585,36.504,100.0,942,104111000,49.911,36.504,2025-11-27T15:00:00.000000Z,421.831,421.125,243.01,422.673,243.765,243.891
2025-11-27T15:30:00.000000Z,INVERT:001124,553,2.329,2.265,2.265,513.124,35.47,90.444,159,104112000,49.934,35.47,2025-11-27T15:30:00.000000Z,422.33,421.175,243.089,423.148,244.186,244.058
2025-11-27T18:00:00.000000Z,INVERT:001124,,,,,0.347,19.009,85.954,,104112000,49.863,19.009,2025-11-27T18:00:00.000000Z,425.98,424.505,245.106,427.029,246.604,246.027
2025-11-28T04:00:00.000000Z,INVERT:001124,,,,,0.314,9.912,64.425,,104112000,50.045,9.912,2025-11-28T04:00:00.000000Z,423.377,422.731,243.906,424.461,244.855,244.835
2025-11-28T07:30:00.000000Z,INVERT:001124,,,,,250.62,11.6,100.0,,104112000,49.92,11.6,2025-11-28T07:30:00.000000Z,416.688,415.548,239.873,416.961,240.773,240.757
2025-11-28T08:00:00.000000Z,INVERT:001124,455,1.911,1.803,1.884,750.444,16.478,100.0,172,104112000,50.012,16.478,2025-11-28T08:00:00.000000Z,417.961,416.942,240.526,418.67,241.642,241.625
2025-11-28T08:30:00.000000Z,INVERT:001124,837,3.51,3.361,3.47,750.326,20.594,100.0,730,104113000,50.009,20.594,2025-11-28T08:30:00.000000Z,416.907,415.903,240.033,417.689,240.944,240.992
2025-11-28T09:00:00.000000Z,INVERT:001124,1216,5.239,4.978,5.035,750.224,23.297,100.0,1155,104114000,50.018,23.297,2025-11-28T09:00:00.000000Z,417.32,416.188,240.113,418.495,241.322,241.383
2025-11-28T09:30:00.000000Z,INVERT:001124,1631,6.913,6.659,6.744,750.252,24.67,100.0,1586,104116000,50.042,24.67,2025-11-28T09:30:00.000000Z,418.06,416.863,240.419,419.068,241.739,241.832
