emigId,hour_float,I_summer,n_summer,I_winter,n_winter,ratio_winter_to_summer,delta
INVERT:002949,13.0,369.4815237932913,37,280.7529155850251,10,0.7598564407298863,-88.72860820826617
INVERT:002949,13.5,370.1719771974976,42,287.42511348274854,9,0.7764637281805878,-82.74686371474905
INVERT:002949,14.0,369.28738528953716,40,286.3631490459236,12,0.7754479585632273,-82.92423624361356
INVERT:002949,14.5,380.9574362935494,41,304.0760124282875,7,0.7981889404410514,-76.88142386526187
INVERT:002949,15.0,381.8811768201057,40,271.4082443732608,5,0.7107138577325433,-110.47293244684488
INVERT:002950,8.0,390.22520039523687,36,118.63328549710127,4,0.3040123635709441,-271.5919148981356
INVERT:002950,8.5,380.478793285835,36,210.0669629025977,6,0.5521121455638783,-170.41183038323732
INVERT:002950,9.0,379.4184371321553,38,217.72312223858614,9,0.5738337964919479,-161.69531489356916
INVERT:002950,9.5,371.76621014720075,41,250.96173568459358,12,0.6750525702301597,-120.80447446260717
INVERT:002950,10.0,369.57888120678814,41,311.23739252030583,13,0.8421406318023923,-58.34148868648231
INVERT:002950,10.5,361.5641702862722,39,297.85645655194344,15,0.8237997042575111,-63.70771373432876
INVERT:002950,11.0,358.5268246963194,41,310.98340248962654,13,0.867392287182519,-47.54342220669287
INVERT:002950,11.5,365.9795999912634,45,355.3545960165183,16,0.9709683163351216,-10.625003974745084
INVERT:002950,12.0,363.8799505204802,43,286.9747949419002,14,0.7886523962955977,-76.90515557857998
INVERT:002950,12.5,357.310953515552,43,248.31925337977611,10,0.6949668095438557,-108.99170013577589
INVERT:002950,13.0,373.97468076722674,43,229.8725266718988,9,0.6146740367564576,-144.10215409532793
INVERT:002950,13.5,356.4795190936766,45,220.62042429819053,8,0.6188866750580847,-135.85909479548604
INVERT:002950,14.0,373.0788207262981,43,314.2530015703891,11,0.8423233486119936,-58.825819155909016
INVERT:002950,14.5,383.1048756121081,45,222.73610177069287,7,0.5813971994347891,-160.36877384141525
INVERT:002950,15.0,399.06024072447315,38,155.6787779146166,3,0.39011347668209156,-243.38146280985654
INVERT:002951,8.0,388.6276969392875,37,174.05503435923495,4,0.4478708947664796,-214.57266258005254
INVERT:002951,8.5,367.8284734133791,39,160.18073781944145,5,0.43547672188885844,-207.64773559393763
INVERT:002951,9.0,371.0484814881838,40,234.1408077421168,9,0.6310248375172858,-136.90767374606702
INVERT:002951,9.5,377.035685963521,39,251.7440218105374,12,0.6676928237368336,-125.29166415298363
INVERT:002951,10.0,366.88569046584365,39,267.1673360107095,13,0.7282032059399227,-99.71835445513415
INVERT:002951,10.5,375.74517374517376,43,333.61191514530793,14,0.8878674656552206,-42.133258599865826
INVERT:002951,11.0,361.24885892913824,42,266.4872385724145,13,0.737683267325387,-94.76162035672371
INVERT:002951,11.5,347.4257053672313,43,302.2193280494008,16,0.8698818866322887,-45.20637731783046
INVERT:002951,12.0,362.3344778165275,44,317.86514373827015,12,0.8772699348231086,-44.46933407825736
INVERT:002951,12.5,351.1493516519979,41,271.3793998573361,10,0.7728318408694749,-79.76995179466178
INVERT:002951,13.0,365.7774533717012,44,259.55248626932143,9,0.7095912661559418,-106.22496710237976
INVERT:002951,13.5,364.5742210530124,41,250.09137055837564,9,0.6859820473209215,-114.48285049463678
INVERT:002951,14.0,368.5673724599773,40,261.9242419620381,10,0.710654988839199,-106.64313049793924
INVERT:002951,14.5,374.03092481816316,44,243.31505477653775,7,0.6505212233315373,-130.7158700416254
INVERT:002951,15.0,395.01594172529866,40,201.04902510554228,6,0.5089643324961185,-193.96691661975638
INVERT:002952,8.0,412.05982905982904,37,204.92746186886032,3,0.4973245325476895,-207.13236719096872
INVERT:002952,8.5,402.65510089494546,36,222.73138986414443,4,0.5531567571579232,-179.92371103080103
INVERT:002952,9.0,398.25338902589584,39,236.94094488188978,9,0.5949502287009616,-161.31244414400607
INVERT:002952,9.5,390.3030319967247,41,280.222103734211,11,0.7179603558308061,-110.08092826251374
INVERT:002952,10.0,401.71420617010506,36,388.3387247216654,11,0.966703986956399,-13.375481448439643
INVERT:002952,10.5,386.041503830391,41,304.03550673010466,14,0.7875720711721297,-82.00599710028632
INVERT:002952,11.0,377.9690956587254,40,342.91403343131583,14,0.9072541574693679,-35.055062227409564
INVERT:002952,11.5,389.55113008125716,42,328.2072289502322,16,0.842526702160435,-61.34390113102495
INVERT:002952,12.0,379.02374308623064,42,375.72158746973366,14,0.9912877341413788,-3.302155616496975
INVERT:002952,12.5,396.8696818954267,42,304.1293862929189,9,0.7663205333307763,-92.74029560250779
INVERT:002952,13.0,380.2777416979381,42,300.0142857909233,10,0.788934646691024,-80.26345590701482
INVERT:002952,13.5,387.12278106508876,45,285.3502538071066,9,0.7371053003443094,-101.77252725798218
INVERT:002952,14.0,397.71864670152956,41,285.28111026200537,11,0.7172937769651427,-112.4375364395242
INVERT:002952,14.5,403.66489051985303,41,280.6621406861106,7,0.695284993264251,-123.00274983374243
INVERT:002952,15.0,412.99767492219445,39,218.74252950406722,6,0.5296459103438697,-194.25514541812723
INVERT:002953,8.0,449.18595041322317,37,160.2959471022607,4,0.35685877297542007,-288.89000331096247
INVERT:002953,8.5,441.5952979478942,37,186.7272640997116,5,0.42284703883270147,-254.86803384818262
INVERT:002953,9.0,429.7070963869748,39,207.83152173913044,7,0.4836585746118718,-221.87557464784436
INVERT:002953,9.5,432.7987197865252,43,247.67053364269142,11,0.5722533878216024,-185.1281861438338
INVERT:002953,10.0,420.9751896449263,41,249.80797856926355,12,0.5934030905240886,-171.16721107566272
INVERT:002953,10.5,394.4027702840479,41,298.2792937399679,13,0.7562809295815744,-96.12347654408
INVERT:002953,11.0,405.8749457910329,41,330.4764483825039,14,0.8142321959253224,-75.39849740852901
INVERT:002953,11.5,412.72687930699357,43,270.07837211588725,16,0.6543755341774049,-142.64850719110632
INVERT:002953,12.0,382.87708559762063,42,310.511490590884,14,0.8109952312926132,-72.36559500673661
INVERT:002953,12.5,384.85673256211885,41,250.1496659119492,10,0.6499812650973258,-134.70706665016965
INVERT:002953,13.0,412.3219005656116,44,216.40644915277448,9,0.52484830142642,-195.91545141283711
INVERT:002953,13.5,416.8856650094158,44,214.85279187817258,9,0.5153758210259398,-202.0328731312432
INVERT:002953,14.0,398.2187667714775,42,220.903988183161,11,0.5547302302553947,-177.31477858831647
INVERT:002953,14.5,412.96711500665174,40,219.93710715453082,7,0.5325777747484525,-193.03000785212092
INVERT:002953,15.0,451.49789192517215,39,196.2011589073706,6,0.4345560907732599,-255.29673301780156
INVERT:002954,8.0,386.1363636363636,33,160.9165047195578,4,0.41673491510656524,-225.21985891680583
INVERT:002954,8.5,405.1388369695487,34,188.38799026789127,6,0.46499612744371627,-216.75084670165745
INVERT:002954,9.0,411.5226245206883,34,209.32427141580746,9,0.5086579909418424,-202.19835310488082
INVERT:002954,9.5,373.7651484512677,34,304.4432432432432,11,0.8145308477923462,-69.32190520802448
INVERT:002954,10.0,381.0564566178072,36,333.11685318875254,11,0.874192911321964,-47.93960342905467
INVERT:002954,10.5,399.83408724506563,39,335.8557996507058,15,0.8399879108977861,-63.97828759435981
INVERT:002954,11.0,405.42577659241135,34,304.135593220339,13,0.7501634350351065,-101.29018337207236
INVERT:002954,11.5,359.5601783060921,41,367.4511202503211,14,1.021946095314013,7.8909419442289845
INVERT:002954,12.0,371.80871816950287,38,329.66083165528426,14,0.8866409407457629,-42.14788651421861
INVERT:002954,12.5,373.50599839445806,37,251.75265189230208,8,0.6740257264260243,-121.75334650215598
INVERT:002954,13.0,385.96080718914135,40,256.8789278377254,8,0.6655570282084136,-129.08187935141592
INVERT:002954,13.5,388.4684511779575,38,246.54589961251082,8,0.6346613189949062,-141.92255156544667
INVERT:002954,14.0,372.3197944090273,38,299.6070426385931,12,0.8047035025740463,-72.71275177043418
INVERT:002954,14.5,394.91677503250975,39,270.42420735853807,7,0.6847625232842455,-124.49256767397168
INVERT:002954,15.0,384.15701937244205,36,197.229634691544,6,0.5134089050715195,-186.92738468089806
INVERT:002955,8.0,433.2074734356553,34,254.57622725228143,3,0.5876542831389863,-178.63124618337386
INVERT:002955,8.5,420.8533288977022,38,253.64031744116534,5,0.6026810292923174,-167.2130114565369
INVERT:002955,9.0,419.40102865895926,39,266.5067111062031,9,0.6354460120385543,-152.89431755275615
INVERT:002955,9.5,424.88367450360107,43,299.0926024481107,11,0.7039399732115991,-125.79107205549036
INVERT:002955,10.0,416.40620749320715,38,340.3947877553245,12,0.8174584855603464,-76.01141973788265
INVERT:002955,10.5,415.0568319226119,41,369.02407704654894,15,0.8890928872009368,-46.03275487606294
INVERT:002955,11.0,391.18128766556947,41,373.9128630705394,13,0.9558556987782266,-17.26842459503007
INVERT:002955,11.5,414.2555720653789,43,347.5370477890334,16,0.8389435682332457,-66.71852427634548
INVERT:002955,12.0,414.0001419078947,40,373.95865931975857,14,0.9032814761762945,-40.04148258813615
INVERT:002955,12.5,378.9222429566034,39,296.06956941338814,10,0.7813465029216982,-82.85267354321525
INVERT:002955,13.0,400.62861418663397,42,299.61991037492,9,0.7478744646914841,-101.00870381171399
INVERT:002955,13.5,396.16970444298875,45,283.7687813307133,9,0.7162808719300983,-112.40092311227545
INVERT:002955,14.0,403.2370606850736,41,304.8207411407891,9,0.7559343395245428,-98.41631954428448
INVERT:002955,14.5,415.6495351609271,42,303.2762499616926,6,0.7296441456244456,-112.37328519923449
INVERT:002955,15.0,422.74454263823793,40,268.14300215683977,6,0.6342908662603414,-154.60154048139816
INVERT:002956,8.0,397.8484848484849,35,152.1804374078571,4,0.3825085257414338,-245.66804744062776
INVERT:002956,8.5,401.93564709069807,29,225.12106969116945,5,0.560092321546116,-176.81457739952862
INVERT:002956,9.0,381.4245018541937,36,262.1496062992126,9,0.6872909449310206,-119.27489555498107
INVERT:002956,9.5,392.29323010812533,36,291.22302129249067,12,0.7423605582289113,-101.07020881563466
INVERT:002956,10.0,374.739742804654,37,329.37082828924304,13,0.8789322045858876,-45.36891451541095
INVERT:002956,10.5,396.65250965250965,37,304.52006420545746,13,0.7677250409236903,-92.13244544705219
INVERT:002956,11.0,360.0232558139535,37,325.68884942682325,14,0.904632809595853,-34.33440638713023
INVERT:002956,11.5,368.52157463483064,41,275.1988156007011,14,0.7467644624969287,-93.32275903412955
INVERT:002956,12.0,351.7898856521342,39,327.95268749033255,13,0.9322402401717343,-23.837198161801666
INVERT:002956,12.5,393.92840620172694,36,294.0342705950078,10,0.7464155058785877,-99.89413560671915
INVERT:002956,13.0,382.69884249723606,39,283.8783495089085,10,0.7417800055430237,-98.82049298832754
INVERT:002956,13.5,394.5096525096525,39,282.2546701880023,8,0.7154569435562704,-112.25498232165017
INVERT:002956,14.0,382.88417776100556,41,292.1183506626851,11,0.7629418179954773,-90.76582709832047
INVERT:002956,14.5,393.10509678164436,41,274.5081095703074,7,0.6983071748947247,-118.59698721133697
INVERT:002956,15.0,409.3815117146002,39,169.01660075884715,6,0.4128584118294938,-240.36491095575306
INVERT:002957,8.0,400.63753414371075,34,184.13241338213436,4,0.45959850910046063,-216.5051207615764
INVERT:002957,8.5,408.2456499488229,33,273.5009654547051,6,0.6699421426510994,-134.7446844941178
INVERT:002957,9.0,428.241573408499,32,261.1746522411128,7,0.6098769210152764,-167.06692116738617
INVERT:002957,9.5,403.5667401682108,37,273.03973580260026,12,0.6765664972509738,-130.52700436561054
INVERT:002957,10.0,401.37363708946026,36,377.55568291586945,12,0.9406588974146248,-23.817954173590806
INVERT:002957,10.5,379.8888306962534,38,329.6613155720896,15,0.8677836486213408,-50.2275151241638
INVERT:002957,11.0,407.25651144435676,35,331.4639527726359,14,0.813894789790055,-75.79255867172088
INVERT:002957,11.5,379.1009612403886,39,376.96972920867427,14,0.9943781940706742,-2.131232031714319
INVERT:002957,12.0,406.3467067074399,41,346.92562046004844,14,0.853767521019499,-59.421086247391486
INVERT:002957,12.5,409.67712414884556,38,282.06129498056146,10,0.6884965704799318,-127.61582916828411
INVERT:002957,13.0,389.1803652539645,41,296.0591122616579,10,0.7607246888430788,-93.12125299230661
INVERT:002957,13.5,410.6936242515984,39,248.83756345177665,9,0.6058958521823417,-161.85606079982176
INVERT:002957,14.0,403.75441857330975,39,302.07821839384485,12,0.748173157983648,-101.6762001794649
INVERT:002957,14.5,414.0079370723867,41,234.96552566948006,7,0.5675386982457725,-179.04241140290665
INVERT:002957,15.0,433.94677809668474,36,180.5148060906905,6,0.4159837454778181,-253.43197200599423
INVERT:002958,8.0,385.27870442316566,33,165.6715245653323,4,0.4300043647970982,-219.60717985783336
INVERT:002958,8.5,356.5655172413793,33,208.15410267329264,6,0.5837751902755682,-148.41141456808668
INVERT:002958,9.0,381.3100558659218,37,284.2963159715507,8,0.7455778089196694,-97.0137398943711
INVERT:002958,9.5,374.2150683900177,37,295.70467550362844,12,0.7901998088314193,-78.51039288638924
INVERT:002958,10.0,369.9493670886076,35,327.4457831325301,13,0.8851097265267186,-42.50358395607748
INVERT:002958,10.5,365.1406670090029,39,397.2088607594937,13,1.0878242185762894,32.068193750490764
INVERT:002958,11.0,378.1371411004574,39,327.4575715643664,14,0.8659756896965927,-50.67956953609104
INVERT:002958,11.5,387.3267326732673,39,319.04277754202724,14,0.8237045125701624,-68.28395513124008
INVERT:002958,12.0,369.2123886496508,40,304.41681005974664,14,0.8245032382935847,-64.79557858990415
INVERT:002958,12.5,351.2161521386559,35,282.3689678350772,10,0.803974891575036,-68.84718430357867
INVERT:002958,13.0,354.30992487904985,39,280.06881243063265,9,0.7904627919362949,-74.2411124484172
INVERT:002958,13.5,372.13630393587067,39,246.8197969543147,9,0.663251057055827,-125.31650698155596
INVERT:002958,14.0,381.41860560906775,39,277.9773082289348,12,0.7287985015441162,-103.44129738013294
INVERT:002958,14.5,372.5995408263544,36,217.4299541572595,6,0.5835486368959056,-155.16958666909494
INVERT:002958,15.0,400.2696572580645,37,168.26941723488017,4,0.4203901399560557,-232.00024002318435
INVERT:002959,8.0,414.49032327755015,34,193.88025781502995,4,0.4677558122031338,-220.6100654625202
INVERT:002959,8.5,395.2620508495934,35,283.7119276922864,6,0.7177818540445856,-111.55012315730698
INVERT:002959,9.0,405.7786425419638,36,321.68897637795277,9,0.7927696104525391,-84.08966616401102
INVERT:002959,9.5,411.75819058723937,38,324.32517649780084,12,0.7876593202317512,-87.43301408943853
INVERT:002959,10.0,415.3524440184717,37,345.7991967871486,13,0.8325440280105108,-69.5532472313231
INVERT:002959,10.5,394.3010775782118,39,348.60311958405543,13,0.8841038977756993,-45.697957994156354
INVERT:002959,11.0,404.01364080069976,37,291.0921985815603,13,0.7205009167627494,-112.92144221913946
INVERT:002959,11.5,384.369710467706,37,352.93226856275794,16,0.9182104077173652,-31.43744190494806
INVERT:002959,12.0,377.5947478364667,39,298.31143844987827,12,0.790030688083285,-79.28330938658843
INVERT:002959,12.5,367.74903250367265,39,310.7669070428337,9,0.8450515965388165,-56.98212546083897
INVERT:002959,13.0,389.420428172988,38,274.20621712873805,8,0.7041392728553274,-115.21421104424996
INVERT:002959,13.5,406.6254295532646,39,258.38071065989845,9,0.6354268372830645,-148.24471889336616
INVERT:002959,14.0,399.06072518985866,38,252.502901076248,10,0.6327430517150398,-146.55782411361065
INVERT:002959,14.5,412.31133919827886,38,219.19424460431654,7,0.5316231298186707,-193.11709459396232
INVERT:002959,15.0,417.22453741994127,36,194.08117506292768,6,0.46517200609316695,-223.1433623570136
INVERT:002960,8.0,409.13298990894657,34,219.86668131936358,4,0.5373966087855574,-189.266308589583
INVERT:002960,8.5,411.64619931253173,34,271.3754761658391,6,0.659244459487416,-140.27072314669266
INVERT:002960,9.0,416.33408730564076,32,250.30293663060277,9,0.6012069255497915,-166.031150675038
INVERT:002960,9.5,406.0873750819294,36,268.0520058150898,12,0.6600845587997151,-138.0353692668396
INVERT:002960,10.0,391.14604476495816,37,284.36012702166914,13,0.7269922087350844,-106.78591774328902
INVERT:002960,10.5,419.82723158297347,36,338.52218919487814,15,0.8063369017737801,-81.30504238809533
INVERT:002960,11.0,393.5162184460235,39,332.14689265536725,13,0.8440488017673051,-61.36932579065626
INVERT:002960,11.5,392.0097739767868,39,310.65706691285504,16,0.7924727584247705,-81.35270706393175
INVERT:002960,12.0,370.67525691571683,41,361.8103165583515,14,0.9760843482483077,-8.864940357365356
INVERT:002960,12.5,387.7898240920366,40,304.4396328102814,10,0.785063490314864,-83.3501912817552
INVERT:002960,13.0,389.34741225058735,38,296.9850738911816,10,0.762776544922917,-92.36233835940573
INVERT:002960,13.5,411.30735212824766,41,296.46441888667454,9,0.7207856055882889,-114.84293324157312
INVERT:002960,14.0,417.6947632633827,39,241.93119700187367,12,0.5792057221682736,-175.76356626150903
INVERT:002960,14.5,404.46346490737164,39,258.2936507936508,7,0.6386081147101976,-146.16981411372086
INVERT:002960,15.0,411.85056312758513,37,209.60193763204137,6,0.5089271604737611,-202.24862549554376
INVERT:002961,8.0,399.0984848484849,33,253.69704603877682,4,0.6356752923657208,-145.40143880970805
INVERT:002961,8.5,409.49433304272014,31,304.33569300011754,6,0.7431987904173707,-105.1586400426026
INVERT:002961,9.0,421.9293220492292,33,275.6508119247562,8,0.6533103947030121,-146.27851012447297
INVERT:002961,9.5,407.64528678580353,36,319.2486096068502,12,0.7831529517342336,-88.39667717895333
INVERT:002961,10.0,412.08288735026326,34,393.88598622713073,13,0.9558416481690357,-18.196901123132534
INVERT:002961,10.5,422.8721903932378,35,360.12637298932873,14,0.8516199011678672,-62.745817403909086
INVERT:002961,11.0,381.2949444403401,40,342.48340248962654,13,0.8982112338056812,-38.81154195071355
INVERT:002961,11.5,379.9753903973675,40,370.1136851061271,16,0.9740464631645557,-9.861705291240412
INVERT:002961,12.0,364.9423175551517,38,314.85970637183794,13,0.8627656789192581,-50.08261118331376
INVERT:002961,12.5,399.24179715624956,39,338.51896934391823,10,0.8479046326189978,-60.72282781233133
INVERT:002961,13.0,416.7692509905246,38,339.6844350926312,10,0.8150419789495316,-77.0848158978934
INVERT:002961,13.5,396.79524438573316,41,330.6193139270149,8,0.8332239829104725,-66.17593045871826
INVERT:002961,14.0,401.38025963617935,38,325.4866728073458,12,0.8109184868791871,-75.89358682883352
INVERT:002961,14.5,410.4075636722032,38,304.0863309352518,7,0.74093744329266,-106.3212327369514
INVERT:002961,15.0,436.22280690056084,38,279.664440167045,6,0.6411045817482804,-156.55836673351587
INVERT:002962,8.0,433.2175822352985,35,160.29066444715315,4,0.370000367067495,-272.9269177881454
INVERT:002962,8.5,413.56432246998287,35,230.38325991189427,5,0.5570675403911706,-183.1810625580886
INVERT:002962,9.0,411.02355804158856,33,258.31129136292276,8,0.6284586036715347,-152.7122666786658
INVERT:002962,9.5,402.83101267532504,37,275.6574300161714,12,0.6843004171536977,-127.17358265915362
INVERT:002962,10.0,435.83028847646744,37,315.0211937029203,13,0.722807023816863,-120.80909477354714
INVERT:002962,10.5,397.30542794794445,35,349.3986629040442,15,0.8794208141294837,-47.906765043900236
INVERT:002962,11.0,377.7050847457627,39,292.50455922756,14,0.7744257915522845,-85.20052551820271
INVERT:002962,11.5,382.7890712246011,40,306.4369034994698,15,0.8005372319516099,-76.35216772513132
INVERT:002962,12.0,372.70793993589035,40,324.9899536978038,14,0.8719694937373899,-47.71798623808655
INVERT:002962,12.5,362.0194905123816,38,293.8985898469408,10,0.8118308476457265,-68.12090066544079
INVERT:002962,13.0,374.12682734097194,41,282.50282798683656,10,0.7550990929858364,-91.62399935413538
INVERT:002962,13.5,407.76477416872376,41,279.0253807106599,9,0.6842802477960137,-128.7393934580639
INVERT:002962,14.0,404.553865652725,39,324.45292917587426,12,0.802001801793162,-80.10093647685073
INVERT:002962,14.5,421.0122363694199,39,281.9588358278763,6,0.6697164867684979,-139.05340054154357
INVERT:002962,15.0,410.8976845611765,36,238.20247327030114,6,0.579712376633839,-172.69521129087536
INVERT:002963,8.0,432.7068514319015,35,251.629946168549,4,0.5815252181375501,-181.0769052633525
INVERT:002963,8.5,414.0043859649123,33,235.78169013557056,6,0.5695149571568876,-178.22269582934172
INVERT:002963,9.0,426.2058130400628,35,257.9548882865806,8,0.6052354998319396,-168.2509247534822
INVERT:002963,9.5,402.16651356337945,36,309.17046332046334,12,0.7687623233000467,-92.99605024291611
INVERT:002963,10.0,393.435382685069,37,322.221465076661,13,0.8189946284891916,-71.213917608408
INVERT:002963,10.5,379.04618803630547,40,312.11091854419413,15,0.8234113107986191,-66.93526949211133
INVERT:002963,11.0,361.340679078966,40,324.91332026486003,13,0.8991883258011333,-36.42735881410596
INVERT:002963,11.5,414.7268628075697,39,310.4465319482768,14,0.7485566038492225,-104.28033085929292
INVERT:002963,12.0,382.8564411501386,41,304.1815990643793,13,0.7945056328439656,-78.67484208575928
INVERT:002963,12.5,402.5345250801673,39,315.9059644974943,9,0.7847922223182711,-86.628560582673
INVERT:002963,13.0,378.01548939037144,41,302.2219755826859,9,0.7994962747957277,-75.79351380768554
INVERT:002963,13.5,394.8663594470046,41,302.8802992518703,9,0.7670450824832046,-91.98606019513426
INVERT:002963,14.0,396.56336151820955,39,295.78256068501906,11,0.745864568911864,-100.78080083319048
INVERT:002963,14.5,413.94848759357643,35,334.07597485789,7,0.8070472169133591,-79.87251273568643
INVERT:002963,15.0,415.1088436116651,37,257.8187046511988,6,0.6210869959021845,-157.29013896046632
INVERT:002964,8.0,427.2601268967178,34,170.83431971907777,4,0.3998367948815729,-256.42580717764
INVERT:002964,8.5,420.0039600860168,35,215.390978100955,6,0.5128308267780213,-204.61298198506177
INVERT:002964,9.0,416.33154305943526,31,263.6496062992126,9,0.6332683907680138,-152.68193676022264
INVERT:002964,9.5,432.8264100523937,35,292.59322033898303,11,0.6760059311158129,-140.2331897134107
INVERT:002964,10.0,421.56354916067147,35,364.74637212712673,12,0.8652227472069938,-56.81717703354474
INVERT:002964,10.5,398.6166868198307,37,326.6640108947057,12,0.8194940696056545,-71.95267592512499
INVERT:002964,11.0,365.5535168195719,41,310.81691138012025,11,0.8502637700885032,-54.73660543945164
INVERT:002964,11.5,405.42045280927687,41,359.522410116415,16,0.8867890300678694,-45.89804269286185
INVERT:002964,12.0,382.01126939287275,41,376.666851262348,13,0.9860097893472657,-5.34441813052473
