BAE Fylde,0.0,0.0
Blachford,0.0,0.0
City Football Group Phase 1,0.0,0.0
Cromwell Tools,0.0,0.0
Faltec Europe Ltd,0.0,0.0
Hazelwick School,0.0,0.0
Hibernian Stadium,0.0,0.0
Hibernian Training Ground,0.0,0.0
Merry Hill,0.0,0.0
Metro Centre,0.0,0.0
Oasis,0.0,0.0
Parfetts - Birmingham,0.0,0.0
Smithys Mushrooms,0.0,0.0
Sofina Haverhill,0.0,0.0
Summary,0.0,0.0
